"Step","VeryHighPen-DR3 - rollout/ep_len_mean","VeryHighPen-DR3 - rollout/ep_len_mean__MIN","VeryHighPen-DR3 - rollout/ep_len_mean__MAX","MedPen-HoleNoise - rollout/ep_len_mean","MedPen-HoleNoise - rollout/ep_len_mean__MIN","MedPen-HoleNoise - rollout/ep_len_mean__MAX"
"294","47.630001068115234","47.630001068115234","47.630001068115234","65.75","65.75","65.75"
"295","42.7400016784668","42.7400016784668","42.7400016784668","52.709999084472656","52.709999084472656","52.709999084472656"
"296","46.68000030517578","46.68000030517578","46.68000030517578","63.790000915527344","63.790000915527344","63.790000915527344"
"297","50.7400016784668","50.7400016784668","50.7400016784668","66.19000244140625","66.19000244140625","66.19000244140625"
"298","52.4900016784668","52.4900016784668","52.4900016784668","60.63999938964844","60.63999938964844","60.63999938964844"
"299","44.11000061035156","44.11000061035156","44.11000061035156","47.65999984741211","47.65999984741211","47.65999984741211"
"300","47.20000076293945","47.20000076293945","47.20000076293945","52.41999816894531","52.41999816894531","52.41999816894531"
"301","49.04999923706055","49.04999923706055","49.04999923706055","61.5","61.5","61.5"
"302","44.31999969482422","44.31999969482422","44.31999969482422","49.689998626708984","49.689998626708984","49.689998626708984"
"303","45.5","45.5","45.5","53.650001525878906","53.650001525878906","53.650001525878906"
"304","44.7599983215332","44.7599983215332","44.7599983215332","63.060001373291016","63.060001373291016","63.060001373291016"
"305","46.27000045776367","46.27000045776367","46.27000045776367","49.43000030517578","49.43000030517578","49.43000030517578"
"306","49.09000015258789","49.09000015258789","49.09000015258789","52.119998931884766","52.119998931884766","52.119998931884766"
"307","49.099998474121094","49.099998474121094","49.099998474121094","51.40999984741211","51.40999984741211","51.40999984741211"
"308","48.099998474121094","48.099998474121094","48.099998474121094","51.56999969482422","51.56999969482422","51.56999969482422"
"309","45.779998779296875","45.779998779296875","45.779998779296875","57.41999816894531","57.41999816894531","57.41999816894531"
"310","49.189998626708984","49.189998626708984","49.189998626708984","50.970001220703125","50.970001220703125","50.970001220703125"
"311","46.7599983215332","46.7599983215332","46.7599983215332","52.369998931884766","52.369998931884766","52.369998931884766"
"312","48.189998626708984","48.189998626708984","48.189998626708984","44.81999969482422","44.81999969482422","44.81999969482422"
"313","57.06999969482422","57.06999969482422","57.06999969482422","48.59000015258789","48.59000015258789","48.59000015258789"
"314","47.84000015258789","47.84000015258789","47.84000015258789","52.81999969482422","52.81999969482422","52.81999969482422"
"315","51.38999938964844","51.38999938964844","51.38999938964844","48.38999938964844","48.38999938964844","48.38999938964844"
"316","46.16999816894531","46.16999816894531","46.16999816894531","48.40999984741211","48.40999984741211","48.40999984741211"
"317","47.13999938964844","47.13999938964844","47.13999938964844","44.279998779296875","44.279998779296875","44.279998779296875"
"318","47.63999938964844","47.63999938964844","47.63999938964844","45.650001525878906","45.650001525878906","45.650001525878906"
"319","46.22999954223633","46.22999954223633","46.22999954223633","47.849998474121094","47.849998474121094","47.849998474121094"
"320","43.52000045776367","43.52000045776367","43.52000045776367","44.5099983215332","44.5099983215332","44.5099983215332"
"321","53.380001068115234","53.380001068115234","53.380001068115234","47.849998474121094","47.849998474121094","47.849998474121094"
"322","46.119998931884766","46.119998931884766","46.119998931884766","41.63999938964844","41.63999938964844","41.63999938964844"
"323","43.540000915527344","43.540000915527344","43.540000915527344","41.75","41.75","41.75"
"324","46.7599983215332","46.7599983215332","46.7599983215332","48.540000915527344","48.540000915527344","48.540000915527344"
"325","48.349998474121094","48.349998474121094","48.349998474121094","48.25","48.25","48.25"
"326","47.150001525878906","47.150001525878906","47.150001525878906","47.939998626708984","47.939998626708984","47.939998626708984"
"327","43.25","43.25","43.25","47.7599983215332","47.7599983215332","47.7599983215332"
"328","39.52000045776367","39.52000045776367","39.52000045776367","45.619998931884766","45.619998931884766","45.619998931884766"
"329","43.650001525878906","43.650001525878906","43.650001525878906","42.22999954223633","42.22999954223633","42.22999954223633"
"330","44.7599983215332","44.7599983215332","44.7599983215332","43.65999984741211","43.65999984741211","43.65999984741211"
"331","41.09000015258789","41.09000015258789","41.09000015258789","38.47999954223633","38.47999954223633","38.47999954223633"
"332","42.45000076293945","42.45000076293945","42.45000076293945","45.189998626708984","45.189998626708984","45.189998626708984"
"333","45.36000061035156","45.36000061035156","45.36000061035156","40.310001373291016","40.310001373291016","40.310001373291016"
"334","43.04999923706055","43.04999923706055","43.04999923706055","46.349998474121094","46.349998474121094","46.349998474121094"
"335","40.9900016784668","40.9900016784668","40.9900016784668","43.77000045776367","43.77000045776367","43.77000045776367"
"336","45.83000183105469","45.83000183105469","45.83000183105469","40.59000015258789","40.59000015258789","40.59000015258789"
"337","49.189998626708984","49.189998626708984","49.189998626708984","40.689998626708984","40.689998626708984","40.689998626708984"
"338","41.29999923706055","41.29999923706055","41.29999923706055","44.7599983215332","44.7599983215332","44.7599983215332"
"339","40.439998626708984","40.439998626708984","40.439998626708984","45.529998779296875","45.529998779296875","45.529998779296875"
"340","45.34000015258789","45.34000015258789","45.34000015258789","39.41999816894531","39.41999816894531","39.41999816894531"
"341","38.06999969482422","38.06999969482422","38.06999969482422","39.619998931884766","39.619998931884766","39.619998931884766"
"342","42.15999984741211","42.15999984741211","42.15999984741211","44.529998779296875","44.529998779296875","44.529998779296875"
"343","47.86000061035156","47.86000061035156","47.86000061035156","37.52000045776367","37.52000045776367","37.52000045776367"
"344","45.88999938964844","45.88999938964844","45.88999938964844","44","44","44"
"345","41.5099983215332","41.5099983215332","41.5099983215332","50.13999938964844","50.13999938964844","50.13999938964844"
"346","44.38999938964844","44.38999938964844","44.38999938964844","42.79999923706055","42.79999923706055","42.79999923706055"
"347","39.7599983215332","39.7599983215332","39.7599983215332","42.459999084472656","42.459999084472656","42.459999084472656"
"348","43.4900016784668","43.4900016784668","43.4900016784668","40.060001373291016","40.060001373291016","40.060001373291016"
"349","44.13999938964844","44.13999938964844","44.13999938964844","43.290000915527344","43.290000915527344","43.290000915527344"
"350","47.02000045776367","47.02000045776367","47.02000045776367","38.790000915527344","38.790000915527344","38.790000915527344"
"351","47.4900016784668","47.4900016784668","47.4900016784668","43.900001525878906","43.900001525878906","43.900001525878906"
"352","42.40999984741211","42.40999984741211","42.40999984741211","42.209999084472656","42.209999084472656","42.209999084472656"
"353","49.04999923706055","49.04999923706055","49.04999923706055","38.97999954223633","38.97999954223633","38.97999954223633"
"354","44.970001220703125","44.970001220703125","44.970001220703125","40.65999984741211","40.65999984741211","40.65999984741211"
"355","48.779998779296875","48.779998779296875","48.779998779296875","40.40999984741211","40.40999984741211","40.40999984741211"
"356","43.150001525878906","43.150001525878906","43.150001525878906","39.04999923706055","39.04999923706055","39.04999923706055"
"357","45.61000061035156","45.61000061035156","45.61000061035156","43.880001068115234","43.880001068115234","43.880001068115234"
"358","46.9900016784668","46.9900016784668","46.9900016784668","39.220001220703125","39.220001220703125","39.220001220703125"
"359","38.970001220703125","38.970001220703125","38.970001220703125","35.20000076293945","35.20000076293945","35.20000076293945"
"360","41.779998779296875","41.779998779296875","41.779998779296875","38.43000030517578","38.43000030517578","38.43000030517578"
"361","43.849998474121094","43.849998474121094","43.849998474121094","40.70000076293945","40.70000076293945","40.70000076293945"
"362","47.40999984741211","47.40999984741211","47.40999984741211","37.52000045776367","37.52000045776367","37.52000045776367"
"363","43.209999084472656","43.209999084472656","43.209999084472656","40.220001220703125","40.220001220703125","40.220001220703125"
"364","42.279998779296875","42.279998779296875","42.279998779296875","41.040000915527344","41.040000915527344","41.040000915527344"
"365","44.459999084472656","44.459999084472656","44.459999084472656","41.04999923706055","41.04999923706055","41.04999923706055"
"366","44.540000915527344","44.540000915527344","44.540000915527344","35.7599983215332","35.7599983215332","35.7599983215332"
"367","46.09000015258789","46.09000015258789","46.09000015258789","44.779998779296875","44.779998779296875","44.779998779296875"
"368","48.119998931884766","48.119998931884766","48.119998931884766","42.810001373291016","42.810001373291016","42.810001373291016"
"369","46.189998626708984","46.189998626708984","46.189998626708984","39.93000030517578","39.93000030517578","39.93000030517578"
"370","47.56999969482422","47.56999969482422","47.56999969482422","39.810001373291016","39.810001373291016","39.810001373291016"
"371","46.29999923706055","46.29999923706055","46.29999923706055","33.90999984741211","33.90999984741211","33.90999984741211"
"372","45.91999816894531","45.91999816894531","45.91999816894531","40.849998474121094","40.849998474121094","40.849998474121094"
"373","46.88999938964844","46.88999938964844","46.88999938964844","37.7599983215332","37.7599983215332","37.7599983215332"
"374","38.54999923706055","38.54999923706055","38.54999923706055","35.209999084472656","35.209999084472656","35.209999084472656"
"375","51.58000183105469","51.58000183105469","51.58000183105469","37.060001373291016","37.060001373291016","37.060001373291016"
"376","51.290000915527344","51.290000915527344","51.290000915527344","36.18000030517578","36.18000030517578","36.18000030517578"
"377","46.2599983215332","46.2599983215332","46.2599983215332","39.41999816894531","39.41999816894531","39.41999816894531"
"378","43.77000045776367","43.77000045776367","43.77000045776367","38.130001068115234","38.130001068115234","38.130001068115234"
"379","38.95000076293945","38.95000076293945","38.95000076293945","36.959999084472656","36.959999084472656","36.959999084472656"
"380","39.7599983215332","39.7599983215332","39.7599983215332","37.88999938964844","37.88999938964844","37.88999938964844"
"381","47.56999969482422","47.56999969482422","47.56999969482422","34.81999969482422","34.81999969482422","34.81999969482422"
"382","45.279998779296875","45.279998779296875","45.279998779296875","37.720001220703125","37.720001220703125","37.720001220703125"
"383","45.209999084472656","45.209999084472656","45.209999084472656","37.5","37.5","37.5"
"384","46.45000076293945","46.45000076293945","46.45000076293945","38.150001525878906","38.150001525878906","38.150001525878906"
"385","44.310001373291016","44.310001373291016","44.310001373291016","41.27000045776367","41.27000045776367","41.27000045776367"
"386","42.70000076293945","42.70000076293945","42.70000076293945","36.11000061035156","36.11000061035156","36.11000061035156"
"387","40.02000045776367","40.02000045776367","40.02000045776367","36.77000045776367","36.77000045776367","36.77000045776367"
"388","44.45000076293945","44.45000076293945","44.45000076293945","34.41999816894531","34.41999816894531","34.41999816894531"
"389","42.970001220703125","42.970001220703125","42.970001220703125","35.15999984741211","35.15999984741211","35.15999984741211"
"390","39.959999084472656","39.959999084472656","39.959999084472656","36.900001525878906","36.900001525878906","36.900001525878906"
"391","40.06999969482422","40.06999969482422","40.06999969482422","40.130001068115234","40.130001068115234","40.130001068115234"
"392","47.560001373291016","47.560001373291016","47.560001373291016","36.29999923706055","36.29999923706055","36.29999923706055"
"393","38.189998626708984","38.189998626708984","38.189998626708984","39.72999954223633","39.72999954223633","39.72999954223633"
"394","44.63999938964844","44.63999938964844","44.63999938964844","38.349998474121094","38.349998474121094","38.349998474121094"
"395","44.470001220703125","44.470001220703125","44.470001220703125","34.15999984741211","34.15999984741211","34.15999984741211"
"396","40.310001373291016","40.310001373291016","40.310001373291016","35.90999984741211","35.90999984741211","35.90999984741211"
"397","44.040000915527344","44.040000915527344","44.040000915527344","32.31999969482422","32.31999969482422","32.31999969482422"
"398","47","47","47","34.72999954223633","34.72999954223633","34.72999954223633"
"399","39.45000076293945","39.45000076293945","39.45000076293945","32.34000015258789","32.34000015258789","32.34000015258789"
"400","42.0099983215332","42.0099983215332","42.0099983215332","33.91999816894531","33.91999816894531","33.91999816894531"
"401","38.83000183105469","38.83000183105469","38.83000183105469","33.16999816894531","33.16999816894531","33.16999816894531"
"402","39.52000045776367","39.52000045776367","39.52000045776367","30.90999984741211","30.90999984741211","30.90999984741211"
"403","41.40999984741211","41.40999984741211","41.40999984741211","33.65999984741211","33.65999984741211","33.65999984741211"
"404","41.27000045776367","41.27000045776367","41.27000045776367","29.760000228881836","29.760000228881836","29.760000228881836"
"405","41.630001068115234","41.630001068115234","41.630001068115234","36.70000076293945","36.70000076293945","36.70000076293945"
"406","37.189998626708984","37.189998626708984","37.189998626708984","32.689998626708984","32.689998626708984","32.689998626708984"
"407","39.58000183105469","39.58000183105469","39.58000183105469","28.459999084472656","28.459999084472656","28.459999084472656"
"408","38.09000015258789","38.09000015258789","38.09000015258789","33.959999084472656","33.959999084472656","33.959999084472656"
"409","40.47999954223633","40.47999954223633","40.47999954223633","30.729999542236328","30.729999542236328","30.729999542236328"
"410","32.88999938964844","32.88999938964844","32.88999938964844","32.84000015258789","32.84000015258789","32.84000015258789"
"411","36.0099983215332","36.0099983215332","36.0099983215332","27.520000457763672","27.520000457763672","27.520000457763672"
"412","29.229999542236328","29.229999542236328","29.229999542236328","28.649999618530273","28.649999618530273","28.649999618530273"
"413","30.93000030517578","30.93000030517578","30.93000030517578","29.420000076293945","29.420000076293945","29.420000076293945"
"414","27.43000030517578","27.43000030517578","27.43000030517578","31.709999084472656","31.709999084472656","31.709999084472656"
"415","29.459999084472656","29.459999084472656","29.459999084472656","31.420000076293945","31.420000076293945","31.420000076293945"
"416","29.420000076293945","29.420000076293945","29.420000076293945","30.989999771118164","30.989999771118164","30.989999771118164"
"417","31.389999389648438","31.389999389648438","31.389999389648438","27.200000762939453","27.200000762939453","27.200000762939453"
"418","34.220001220703125","34.220001220703125","34.220001220703125","29.469999313354492","29.469999313354492","29.469999313354492"
"419","26.219999313354492","26.219999313354492","26.219999313354492","30.829999923706055","30.829999923706055","30.829999923706055"
"420","27.520000457763672","27.520000457763672","27.520000457763672","28.010000228881836","28.010000228881836","28.010000228881836"
"421","26.18000030517578","26.18000030517578","26.18000030517578","27.860000610351562","27.860000610351562","27.860000610351562"
"422","29.8700008392334","29.8700008392334","29.8700008392334","28.6299991607666","28.6299991607666","28.6299991607666"
"423","29.389999389648438","29.389999389648438","29.389999389648438","27.450000762939453","27.450000762939453","27.450000762939453"
"424","24.059999465942383","24.059999465942383","24.059999465942383","25.799999237060547","25.799999237060547","25.799999237060547"
"425","32.02000045776367","32.02000045776367","32.02000045776367","27","27","27"
"426","29.200000762939453","29.200000762939453","29.200000762939453","29.190000534057617","29.190000534057617","29.190000534057617"
"427","27.959999084472656","27.959999084472656","27.959999084472656","29.549999237060547","29.549999237060547","29.549999237060547"
"428","39.880001068115234","39.880001068115234","39.880001068115234","28.760000228881836","28.760000228881836","28.760000228881836"
"429","29.799999237060547","29.799999237060547","29.799999237060547","26.860000610351562","26.860000610351562","26.860000610351562"
"430","32.34000015258789","32.34000015258789","32.34000015258789","28.59000015258789","28.59000015258789","28.59000015258789"
"431","27.860000610351562","27.860000610351562","27.860000610351562","26.059999465942383","26.059999465942383","26.059999465942383"
"432","30.309999465942383","30.309999465942383","30.309999465942383","26.360000610351562","26.360000610351562","26.360000610351562"
"433","24.8799991607666","24.8799991607666","24.8799991607666","26.950000762939453","26.950000762939453","26.950000762939453"
"434","33.47999954223633","33.47999954223633","33.47999954223633","25.190000534057617","25.190000534057617","25.190000534057617"
"435","26.670000076293945","26.670000076293945","26.670000076293945","27.8799991607666","27.8799991607666","27.8799991607666"
"436","31.799999237060547","31.799999237060547","31.799999237060547","26.90999984741211","26.90999984741211","26.90999984741211"
"437","22.06999969482422","22.06999969482422","22.06999969482422","24.34000015258789","24.34000015258789","24.34000015258789"
"438","30.920000076293945","30.920000076293945","30.920000076293945","24.559999465942383","24.559999465942383","24.559999465942383"
"439","30.1200008392334","30.1200008392334","30.1200008392334","27.59000015258789","27.59000015258789","27.59000015258789"
"440","32.40999984741211","32.40999984741211","32.40999984741211","26.25","26.25","26.25"
"441","36.31999969482422","36.31999969482422","36.31999969482422","24.440000534057617","24.440000534057617","24.440000534057617"
"442","29.350000381469727","29.350000381469727","29.350000381469727","26.940000534057617","26.940000534057617","26.940000534057617"
"443","26.670000076293945","26.670000076293945","26.670000076293945","27.3700008392334","27.3700008392334","27.3700008392334"
"444","22.110000610351562","22.110000610351562","22.110000610351562","30.010000228881836","30.010000228881836","30.010000228881836"
"445","33.720001220703125","33.720001220703125","33.720001220703125","25.670000076293945","25.670000076293945","25.670000076293945"
"446","19.209999084472656","19.209999084472656","19.209999084472656","26.8799991607666","26.8799991607666","26.8799991607666"
"447","31.020000457763672","31.020000457763672","31.020000457763672","26.799999237060547","26.799999237060547","26.799999237060547"
"448","22.190000534057617","22.190000534057617","22.190000534057617","24.670000076293945","24.670000076293945","24.670000076293945"
"449","31.709999084472656","31.709999084472656","31.709999084472656","23.56999969482422","23.56999969482422","23.56999969482422"
"450","25.510000228881836","25.510000228881836","25.510000228881836","24.18000030517578","24.18000030517578","24.18000030517578"
"451","30.3799991607666","30.3799991607666","30.3799991607666","28.65999984741211","28.65999984741211","28.65999984741211"
"452","32.650001525878906","32.650001525878906","32.650001525878906","26.59000015258789","26.59000015258789","26.59000015258789"
"453","38.66999816894531","38.66999816894531","38.66999816894531","25.010000228881836","25.010000228881836","25.010000228881836"
"454","29.280000686645508","29.280000686645508","29.280000686645508","24.25","24.25","24.25"
"455","25.110000610351562","25.110000610351562","25.110000610351562","28.559999465942383","28.559999465942383","28.559999465942383"
"456","27.270000457763672","27.270000457763672","27.270000457763672","25.829999923706055","25.829999923706055","25.829999923706055"
"457","30.670000076293945","30.670000076293945","30.670000076293945","25.15999984741211","25.15999984741211","25.15999984741211"
"458","23.56999969482422","23.56999969482422","23.56999969482422","22.510000228881836","22.510000228881836","22.510000228881836"
"459","33.38999938964844","33.38999938964844","33.38999938964844","23.049999237060547","23.049999237060547","23.049999237060547"
"460","24.639999389648438","24.639999389648438","24.639999389648438","23.93000030517578","23.93000030517578","23.93000030517578"
"461","27.5","27.5","27.5","25.899999618530273","25.899999618530273","25.899999618530273"
"462","30.979999542236328","30.979999542236328","30.979999542236328","26.059999465942383","26.059999465942383","26.059999465942383"
"463","29.399999618530273","29.399999618530273","29.399999618530273","25.93000030517578","25.93000030517578","25.93000030517578"
"464","26.510000228881836","26.510000228881836","26.510000228881836","26.3799991607666","26.3799991607666","26.3799991607666"
"465","34.720001220703125","34.720001220703125","34.720001220703125","22.239999771118164","22.239999771118164","22.239999771118164"
"466","30.670000076293945","30.670000076293945","30.670000076293945","26.670000076293945","26.670000076293945","26.670000076293945"
"467","31.579999923706055","31.579999923706055","31.579999923706055","27.260000228881836","27.260000228881836","27.260000228881836"
"468","21.110000610351562","21.110000610351562","21.110000610351562","25.280000686645508","25.280000686645508","25.280000686645508"
"469","21.899999618530273","21.899999618530273","21.899999618530273","22.459999084472656","22.459999084472656","22.459999084472656"
"470","29.420000076293945","29.420000076293945","29.420000076293945","24.940000534057617","24.940000534057617","24.940000534057617"
"471","30.059999465942383","30.059999465942383","30.059999465942383","22.979999542236328","22.979999542236328","22.979999542236328"
"472","23.889999389648438","23.889999389648438","23.889999389648438","27.200000762939453","27.200000762939453","27.200000762939453"
"473","29.969999313354492","29.969999313354492","29.969999313354492","26.700000762939453","26.700000762939453","26.700000762939453"
"474","33.099998474121094","33.099998474121094","33.099998474121094","26.979999542236328","26.979999542236328","26.979999542236328"
"475","25.479999542236328","25.479999542236328","25.479999542236328","24.170000076293945","24.170000076293945","24.170000076293945"
"476","28.920000076293945","28.920000076293945","28.920000076293945","25.309999465942383","25.309999465942383","25.309999465942383"
"477","27.450000762939453","27.450000762939453","27.450000762939453","24.280000686645508","24.280000686645508","24.280000686645508"
"478","32","32","32","26.170000076293945","26.170000076293945","26.170000076293945"
"479","28.010000228881836","28.010000228881836","28.010000228881836","25.030000686645508","25.030000686645508","25.030000686645508"
"480","34.349998474121094","34.349998474121094","34.349998474121094","24.40999984741211","24.40999984741211","24.40999984741211"
"481","33.09000015258789","33.09000015258789","33.09000015258789","25.399999618530273","25.399999618530273","25.399999618530273"
"482","24.65999984741211","24.65999984741211","24.65999984741211","24.25","24.25","24.25"
"483","37.29999923706055","37.29999923706055","37.29999923706055","25.459999084472656","25.459999084472656","25.459999084472656"
"484","34.75","34.75","34.75","20.739999771118164","20.739999771118164","20.739999771118164"
"485","36.95000076293945","36.95000076293945","36.95000076293945","24.030000686645508","24.030000686645508","24.030000686645508"
"486","36.0099983215332","36.0099983215332","36.0099983215332","23.6299991607666","23.6299991607666","23.6299991607666"
"487","32.15999984741211","32.15999984741211","32.15999984741211","23.670000076293945","23.670000076293945","23.670000076293945"
"488","30.440000534057617","30.440000534057617","30.440000534057617","21.149999618530273","21.149999618530273","21.149999618530273"
"489","40.2400016784668","40.2400016784668","40.2400016784668","20.40999984741211","20.40999984741211","20.40999984741211"
"490","37.72999954223633","37.72999954223633","37.72999954223633","21.3799991607666","21.3799991607666","21.3799991607666"
"491","32.709999084472656","32.709999084472656","32.709999084472656","22.270000457763672","22.270000457763672","22.270000457763672"
"492","34.81999969482422","34.81999969482422","34.81999969482422","22.59000015258789","22.59000015258789","22.59000015258789"
"493","48.11000061035156","48.11000061035156","48.11000061035156","23.6299991607666","23.6299991607666","23.6299991607666"
"494","44.630001068115234","44.630001068115234","44.630001068115234","24.049999237060547","24.049999237060547","24.049999237060547"
"495","37.04999923706055","37.04999923706055","37.04999923706055","23.459999084472656","23.459999084472656","23.459999084472656"
"496","40.310001373291016","40.310001373291016","40.310001373291016","21.84000015258789","21.84000015258789","21.84000015258789"
"497","44.09000015258789","44.09000015258789","44.09000015258789","18.8799991607666","18.8799991607666","18.8799991607666"
"498","42.45000076293945","42.45000076293945","42.45000076293945","21.790000915527344","21.790000915527344","21.790000915527344"
"499","34.31999969482422","34.31999969482422","34.31999969482422","23.950000762939453","23.950000762939453","23.950000762939453"
"500","38.02000045776367","38.02000045776367","38.02000045776367","18.40999984741211","18.40999984741211","18.40999984741211"
"501","44.25","44.25","44.25","21.770000457763672","21.770000457763672","21.770000457763672"
"502","36.27000045776367","36.27000045776367","36.27000045776367","19.25","19.25","19.25"
"503","36.939998626708984","36.939998626708984","36.939998626708984","22","22","22"
"504","36.2400016784668","36.2400016784668","36.2400016784668","22.049999237060547","22.049999237060547","22.049999237060547"
"505","34.31999969482422","34.31999969482422","34.31999969482422","22.469999313354492","22.469999313354492","22.469999313354492"
"506","46.43000030517578","46.43000030517578","46.43000030517578","22.739999771118164","22.739999771118164","22.739999771118164"
"507","40.25","40.25","40.25","20.75","20.75","20.75"
"508","42.959999084472656","42.959999084472656","42.959999084472656","20.1299991607666","20.1299991607666","20.1299991607666"
"509","33.68000030517578","33.68000030517578","33.68000030517578","21.6299991607666","21.6299991607666","21.6299991607666"
"510","47.5","47.5","47.5","20.040000915527344","20.040000915527344","20.040000915527344"
"511","28.969999313354492","28.969999313354492","28.969999313354492","19.549999237060547","19.549999237060547","19.549999237060547"
"512","37.36000061035156","37.36000061035156","37.36000061035156","22.280000686645508","22.280000686645508","22.280000686645508"
"513","33.459999084472656","33.459999084472656","33.459999084472656","23.979999542236328","23.979999542236328","23.979999542236328"
"514","36.529998779296875","36.529998779296875","36.529998779296875","23.59000015258789","23.59000015258789","23.59000015258789"
"515","47.68000030517578","47.68000030517578","47.68000030517578","21.260000228881836","21.260000228881836","21.260000228881836"
"516","33.08000183105469","33.08000183105469","33.08000183105469","21.639999389648438","21.639999389648438","21.639999389648438"
"517","37.18000030517578","37.18000030517578","37.18000030517578","22.139999389648438","22.139999389648438","22.139999389648438"
"518","43.18000030517578","43.18000030517578","43.18000030517578","19.770000457763672","19.770000457763672","19.770000457763672"
"519","41.2400016784668","41.2400016784668","41.2400016784668","21.139999389648438","21.139999389648438","21.139999389648438"
"520","41.209999084472656","41.209999084472656","41.209999084472656","20.40999984741211","20.40999984741211","20.40999984741211"
"521","43.15999984741211","43.15999984741211","43.15999984741211","21","21","21"
"522","37.040000915527344","37.040000915527344","37.040000915527344","19.6299991607666","19.6299991607666","19.6299991607666"
"523","34.439998626708984","34.439998626708984","34.439998626708984","20.309999465942383","20.309999465942383","20.309999465942383"
"524","37.540000915527344","37.540000915527344","37.540000915527344","20.290000915527344","20.290000915527344","20.290000915527344"
"525","40.939998626708984","40.939998626708984","40.939998626708984","22.790000915527344","22.790000915527344","22.790000915527344"
"526","37.150001525878906","37.150001525878906","37.150001525878906","21.479999542236328","21.479999542236328","21.479999542236328"
"527","30.5","30.5","30.5","20.280000686645508","20.280000686645508","20.280000686645508"
"528","49.869998931884766","49.869998931884766","49.869998931884766","19.229999542236328","19.229999542236328","19.229999542236328"
"529","38.5099983215332","38.5099983215332","38.5099983215332","22.799999237060547","22.799999237060547","22.799999237060547"
"530","34.33000183105469","34.33000183105469","34.33000183105469","19.93000030517578","19.93000030517578","19.93000030517578"
"531","36.20000076293945","36.20000076293945","36.20000076293945","19.530000686645508","19.530000686645508","19.530000686645508"
"532","38.66999816894531","38.66999816894531","38.66999816894531","20.75","20.75","20.75"
"533","34.04999923706055","34.04999923706055","34.04999923706055","21.020000457763672","21.020000457763672","21.020000457763672"
"534","38.720001220703125","38.720001220703125","38.720001220703125","19.389999389648438","19.389999389648438","19.389999389648438"
"535","34.08000183105469","34.08000183105469","34.08000183105469","19.100000381469727","19.100000381469727","19.100000381469727"
"536","31.399999618530273","31.399999618530273","31.399999618530273","20.190000534057617","20.190000534057617","20.190000534057617"
"537","40.06999969482422","40.06999969482422","40.06999969482422","22.079999923706055","22.079999923706055","22.079999923706055"
"538","36.90999984741211","36.90999984741211","36.90999984741211","19.889999389648438","19.889999389648438","19.889999389648438"
"539","39.77000045776367","39.77000045776367","39.77000045776367","21.389999389648438","21.389999389648438","21.389999389648438"
"540","46.06999969482422","46.06999969482422","46.06999969482422","22.670000076293945","22.670000076293945","22.670000076293945"
"541","33.470001220703125","33.470001220703125","33.470001220703125","19.31999969482422","19.31999969482422","19.31999969482422"
"542","33.650001525878906","33.650001525878906","33.650001525878906","18.540000915527344","18.540000915527344","18.540000915527344"
"543","48.11000061035156","48.11000061035156","48.11000061035156","20.209999084472656","20.209999084472656","20.209999084472656"
"544","36.939998626708984","36.939998626708984","36.939998626708984","22.90999984741211","22.90999984741211","22.90999984741211"
"545","38.849998474121094","38.849998474121094","38.849998474121094","19.860000610351562","19.860000610351562","19.860000610351562"
"546","37.5099983215332","37.5099983215332","37.5099983215332","23.440000534057617","23.440000534057617","23.440000534057617"
"547","31.540000915527344","31.540000915527344","31.540000915527344","20.739999771118164","20.739999771118164","20.739999771118164"
"548","36.939998626708984","36.939998626708984","36.939998626708984","20.360000610351562","20.360000610351562","20.360000610351562"
"549","32.91999816894531","32.91999816894531","32.91999816894531","24.270000457763672","24.270000457763672","24.270000457763672"
"550","31.809999465942383","31.809999465942383","31.809999465942383","23.93000030517578","23.93000030517578","23.93000030517578"
"551","38.540000915527344","38.540000915527344","38.540000915527344","19.15999984741211","19.15999984741211","19.15999984741211"
"552","35.130001068115234","35.130001068115234","35.130001068115234","21.530000686645508","21.530000686645508","21.530000686645508"
"553","32.65999984741211","32.65999984741211","32.65999984741211","19.149999618530273","19.149999618530273","19.149999618530273"
"554","36.33000183105469","36.33000183105469","36.33000183105469","21.270000457763672","21.270000457763672","21.270000457763672"
"555","32.02000045776367","32.02000045776367","32.02000045776367","24.520000457763672","24.520000457763672","24.520000457763672"
"556","30.389999389648438","30.389999389648438","30.389999389648438","19.729999542236328","19.729999542236328","19.729999542236328"
"557","32.5","32.5","32.5","21.049999237060547","21.049999237060547","21.049999237060547"
"558","33.400001525878906","33.400001525878906","33.400001525878906","22.860000610351562","22.860000610351562","22.860000610351562"
"559","33.439998626708984","33.439998626708984","33.439998626708984","18.34000015258789","18.34000015258789","18.34000015258789"
"560","26.700000762939453","26.700000762939453","26.700000762939453","18.020000457763672","18.020000457763672","18.020000457763672"
"561","38.13999938964844","38.13999938964844","38.13999938964844","19.93000030517578","19.93000030517578","19.93000030517578"
"562","28.829999923706055","28.829999923706055","28.829999923706055","20.25","20.25","20.25"
"563","31.780000686645508","31.780000686645508","31.780000686645508","19.299999237060547","19.299999237060547","19.299999237060547"
"564","24.829999923706055","24.829999923706055","24.829999923706055","18.170000076293945","18.170000076293945","18.170000076293945"
"565","38.52000045776367","38.52000045776367","38.52000045776367","20.579999923706055","20.579999923706055","20.579999923706055"
